Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
1,0.7570422948114679,76.6363796753705,0.08400510618191699,97.68001674574379
2,0.26681447387975227,90.77128910844507,0.05195382842950031,98.90803795701926
3,0.18765914501100586,93.51329099035522,0.032294038973053045,99.23597543957577
4,0.14431062664558256,95.0041166784286,0.02656186531916191,99.30574937203461
5,0.12223129919838548,95.79510703363914,0.01819481749802648,99.57437901200112
6,0.10555715486512689,96.41407904022583,0.013499519789894134,99.63368685459112
7,0.08881267664825468,97.01834862385321,0.013618509905637089,99.60926597823054
8,0.07405704201640605,97.55498706186779,0.012113076401982467,99.67206251744348
9,0.06580349207677257,97.8358033403905,0.011912222873654229,99.6650851241976
10,0.057272346037261106,98.04604798870854,0.012219599462909198,99.66159642757466
11,0.05512839025400499,98.21071512585274,0.01931000766584569,99.45227463019816
12,0.049770095841945534,98.32392378263938,0.016492665415011855,99.52204856265699
13,0.04646953509645117,98.46212655845683,0.009219795983074193,99.75927993301703
14,0.04352296848696919,98.53122794636556,0.00912081368454128,99.75579123639409
15,0.04222788036951924,98.63561514937662,0.00703357228047727,99.77323471950879
16,0.03889233182868214,98.69883556810163,0.007617152854023535,99.78021211275467
17,0.03643781041783127,98.79734180192895,0.007966073816832389,99.78718950600056
18,0.0345817122192147,98.8473300399906,0.008552475384774572,99.78021211275467
19,0.03479909815693028,98.9252528816749,0.0060568268211802015,99.80463298911526
20,0.03037974376174534,99.02964008468595,0.013354491237308015,99.70346078704996
21,0.034189613486370916,98.91055045871559,0.009644221517580804,99.7243929667876
22,0.029418222626477728,99.02522935779817,0.007799722735460793,99.78021211275467
23,0.02961334092506748,99.0943307457069,0.009196846775959305,99.75230253977114
24,0.027151502175991885,99.11785462244178,0.01198621066848434,99.67903991068937
25,0.024587692360952627,99.16784286050341,0.006825658181617705,99.7906782026235
26,0.02688250531807392,99.12961656080923,0.011259274328515308,99.7243929667876
27,0.026069703357307183,99.17960479887086,0.007997877033253272,99.78021211275467
28,0.023630905260105133,99.2104798870854,0.00632443182308632,99.80812168573821
29,0.021755882459005997,99.31339684780052,0.01101115668591178,99.71043818029584
30,0.023805131821652992,99.26193836744295,0.0070607576814614575,99.82207647222998
31,0.023046198808497165,99.28987297106563,0.01117706639088255,99.7243929667876
32,0.02122347605626919,99.36044460127029,0.008987503192113758,99.7662573262629
33,0.022576752005900647,99.30016466713714,0.011486210037900263,99.73485905665643
34,0.021728976882010843,99.34427193601506,0.00521635763783837,99.82905386547586
35,0.020792914841894827,99.34721242060692,0.008090952022567491,99.78718950600056
36,0.02296794173671466,99.31045636320866,0.008845509906602907,99.76974602288585
37,0.02060781949745941,99.37220653963773,0.012121392453278207,99.73834775327937
38,0.021525258008522008,99.3560338743825,0.007963881243831478,99.77672341613173
39,0.020797624768712806,99.38396847800517,0.0071304813293034544,99.81161038236115
40,0.019524363231718467,99.40161138555634,0.006371051900478789,99.83603125872175
41,0.018507862891460718,99.44424841213832,0.008073626948022,99.78718950600056
42,0.01928312437122736,99.46189131968949,0.016769494488212792,99.69648339380407
43,0.02141292060382324,99.39720065866855,0.007702384718740818,99.78370080937762
44,0.01980932980342225,99.42954598917902,0.007418455289489229,99.82905386547586
45,0.020154131082560974,99.44277816984238,0.008192586041541553,99.80463298911526
46,0.019750700376032083,99.43689720065866,0.008591815529761472,99.80114429249232
47,0.018520846148663346,99.43248647377088,0.00970997006486107,99.7906782026235
48,0.02206683742285105,99.41043283933192,0.008093812143041347,99.78718950600056
49,0.019804675045281835,99.45159962361797,0.006542054769187692,99.83603125872175
50,0.018970026373394403,99.46336156198541,0.008331679714362196,99.80114429249232
51,0.019084931202709796,99.4383674429546,0.007845827977001271,99.8325425620988
52,0.01927009112781882,99.4339567160668,0.006017381619607688,99.84998604521351
53,0.018806718275052807,99.48100446953659,0.009472128974790852,99.79765559586939
54,0.016994502441637617,99.51923076923077,0.007729966744760488,99.82556516885292
55,0.02119611538329976,99.42219477769936,0.0089560920637795,99.79765559586939
56,0.017582543753164502,99.49864737708775,0.023561920236705315,99.50809377616523
57,0.018433844321135755,99.51187955775112,0.006176400429275265,99.8325425620988
58,0.01878943729882591,99.45159962361797,0.008197741698166979,99.7906782026235
59,0.017311121991534943,99.50158786167961,0.009228869720113953,99.78370080937762
60,0.017051585720091206,99.52217125382263,0.011171562174600604,99.75579123639409
61,0.01935135761166441,99.47806398494473,0.006726886390564357,99.82556516885292
62,0.015542144620877213,99.56186779581274,0.01091767625496631,99.78718950600056
63,0.017980685926320412,99.49717713479181,0.008664570057855304,99.78370080937762
64,0.016443580011966285,99.51187955775112,0.013748648734353192,99.71741557354173
65,0.017751908031211416,99.5207010115267,0.010068071870660469,99.7662573262629
66,0.020537600608679662,99.48541519642437,0.00962701490810092,99.81161038236115
67,0.019171543814764647,99.45601035050576,0.010013803414327772,99.75927993301703
68,0.01704767045830348,99.50452834627147,0.006964752753095443,99.84649734859056
69,0.01688013381778662,99.51923076923077,0.011791919983860802,99.78021211275467
70,0.0188859329506275,99.51923076923077,0.008420766404193583,99.82556516885292
71,0.020134283286029744,99.46630204657727,0.00850452836807401,99.82207647222998
72,0.016803628790010607,99.5839214302517,0.010087333322751779,99.81509907898409
73,0.016609512649678415,99.56333803810868,0.010805819113631225,99.81161038236115
74,0.013822684185691037,99.60450482239473,0.01055780881244459,99.81509907898409
75,0.015460412576157408,99.58980239943543,0.011155483749014511,99.80114429249232
76,0.020392625818347505,99.48982592331217,0.01454408041775895,99.71741557354173
77,0.017826625977612524,99.53246294989414,0.008496145004325682,99.81509907898409
78,0.016291788926499018,99.58980239943543,0.009229121663154299,99.82905386547586
79,0.015228889991730459,99.55892731122088,0.016983444279231142,99.67903991068937
80,0.01706111740469182,99.5545165843331,0.00872661789582561,99.81858777560703
81,0.015920796998056277,99.58245118795577,0.01372077749135137,99.71392687691878
82,0.015362859092932531,99.58980239943543,0.012103319239329403,99.78021211275467
83,0.018642868650401954,99.51923076923077,0.009248799082706026,99.81858777560703
84,0.019636080573069713,99.49717713479181,0.012389421446320594,99.81858777560703
85,0.014262686865747831,99.62655845683369,0.011040183624015673,99.82905386547586
86,0.01516560953249042,99.61626676076217,0.014069173040672416,99.7662573262629
87,0.015294865480750063,99.57804046106799,0.017567607420144845,99.76276862963996
88,0.017004644637424952,99.56774876499647,0.011609255531163928,99.81509907898409
89,0.016069757700138187,99.57804046106799,0.01605477211396966,99.71741557354173
90,0.015697298873988103,99.59274288402729,0.013320089035601543,99.75579123639409
91,0.016587140115463254,99.56774876499647,0.012225655512639164,99.81161038236115
92,0.01574295783829603,99.58833215713949,0.012789220148179955,99.73834775327937
93,0.018738286205498375,99.54716537285344,0.016765420617394517,99.77672341613173
94,0.016132244432521446,99.59127264173135,0.013228921313223719,99.77323471950879
95,0.02007718697902742,99.51040931545519,0.01261039686543154,99.76974602288585
96,0.018549544422688698,99.56774876499647,0.013662779303313366,99.80463298911526
97,0.01707043894753136,99.58245118795577,0.0321474918751222,99.63717555121407
98,0.01655812764755808,99.57509997647612,0.016079861230258535,99.74532514652526
99,0.015513971186121462,99.61185603387439,0.012163910336834338,99.79416689924645
100,0.016539407955355533,99.60156433780287,0.0167718216275562,99.74183644990232
